marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	53068168	RCRDA7E0B7VA1	0440133688	515227012	The House of God: The Classic Novel of Life and Death in an American Hospital	Books	5	0	0	N	N	Medical Cynicism At Its Best	As an Intern in my first year of residency training, what Shem writes about is at times familiar, comfortable, and occasionally, outrageous. Although medicine has changed dramatically in the years between which Shem wrote this book, he touches a common thread which all physicians face during this pivotal time in their careers. Deep down, his story embodies the human struggle for acceptance and understanding in the complex field of medicine. On the other hand, the cynicism he presents should ask us to examine all physicians as what they truly are - fellow human beings - with all  the foibles and fallacies that this condition entails	1996-11-19
US	52904432	R1O9XRB1EN6JG1	006017322X	994527755	To Kill a Mockingbird	Books	5	1	1	N	N	Felt the feelings; sensed the sorrow; joined in the joys!	One of the few books I've ever read and movies I've ever seen where I &quot;experienced&quot; the feelings, the emotions, the highs, and the lows for each and every character.  I &quot;lived&quot; each person's life and enjoyed every minute of the time I shared with the To Kill a Mockingbird cast, both reading and watching	1996-11-19
US	53084595	RMZG6SP9EKNW8	0201633612	141950023	Design Patterns: Elements of Reusable Object-Oriented Software	Books	5	0	0	N	N	If you buy only one OO book, make it this one.	If you've ever designed an OO system and fell into the same traps and gotcha's, this book will save you.  The 23 design patterns detail solutions (and caveats) to some of the most common computing problems.  And you'll never be without a buzzword or phrase to stymie the newbie OO developer	1996-11-21
US	53074850	R3CI1A63YYWUDZ	0060920432	668386410	Flow: The Psychology of Optimal Experience	Books	4	2	2	N	N	An excellent treatise on happiness.	The optimal flow model is an excellent conceptualization of our search for happiness.  However, the exemplars of this model include the Nazi war criminal Eichmann, which made me question mine and the author's notion of happiness	1996-11-21
US	52896816	R34FNJQP3UHQP1	0887307876	59233487	The Dilbert Principle: A Cubicle's-Eye View of Bosses, Meetings, Management Fads & Other Workplace Afflictions	Books	5	1	1	N	N	An insightful, hilarious look at corporate life in mid 90s	I read this book on a plane trip and I aplologize to all those passengers who heard me laugh out load so many times.  This book is in a class by itself;  insightful, humorous and intelligent.  A must read for anyone who has worked for a large, beauracratic company.  Recent collede grads beware!  You might learn something useful from this book	1996-11-21
US	52778791	R32HEKWCG6D1MG	0452273331	594264062	The Fountainhead	Books	5	3	4	N	N	The definitive literature of the 20th Century.	<br />Perhaps a few hundred years from now, critics , students and teachers of history and literature will recount this book with great passion and the effect that it had on the people of the 20th century who read it. <br /> The Book sets out to prove a single point and in the authors own words it is: &quot;Man's Ego is the Fountainhead of Human Progress&quot;.<br /> A Man who stands for himself and what he beleives in usually stands alone. That is the way to live, the reason for creation and the only human morality.  Ayn Rand in this book defines the true meaning of human ego and what it takes to be a true egotist. A good thing &quot;ego&quot;, not a bad one.  <br />I for one is someone who has read the book and for the most part beleive in it's presentation, conclusion and application of the ideas presented in the book in real life.  Whether or not you fully agree with the principles presented in the book, it is a must read if you fulfill one criteria.. you must be a human	1996-11-21
US	52950769	R1MNLU4B62OKLL	0451167716	638098276	The Godfather (Signet)	Books	5	0	0	N	N	A book about the family, and a man's man.	This is by far the greatest book I have ever read, blowing<br />away any &quot;Great American Novel&quot; or Shakespearean play for<br />both depth of plot and riviting story line.<br /><br /> In addition to it's pop culture standing as the difinitive<br /> title concerning mafia life, this book teaches valuable<br /> life-lessons as applicable in New York's rough streets as<br /> in the Heartland.  Puzo's definition of family and duty are<br /> among the most valid and vivid since Vergil.	1996-11-22
US	53074799	R15VSNMLB89QU9	0812550706	401439625	Ender's Game (The Ender Quintet)	Books	5	0	0	N	N	A truly capturing novel that's full of excitement!	Orson Scott Card's novel, Ender's Game, is one of the most  exhilaraiting books that I have ever read.  Not only does it  draw you into the life of an amazingly bright child who must   save the world, but it captures you in a world that is unknown  and mystifing to the common man.  This is definately one of   the greatest science fiction novels ever written.	1996-11-22
US	53085340	R2EOPTYLPDWHI7	0807106577	161411385	A Confederacy of Dunces	Books	5	0	0	N	N	If no smile while reading this book, you must be dead!	My brother, whose library generally begins and ends with accounting, medical journals, and organic gardening tomes, recommended this book to me.  Reluctantly, I read it as he kept asking me if I had.  AND I LOVED EVERY MINUTE.  Which goes to prove that truly great books transcend all things -- even the abyss between a liberal arts major and a CPA/physician/farmer!  I laughed aloud countless times.  It is a shame that the author did not live to see his success, but somewhere I know he has the angels in stitches	1996-11-22
US	52907538	RX648LCR8CYOL	0380002930	498635851	Watership Down	Books	5	2	2	N	N	&quot;TWO PAWS UP&quot; THUMPER	Don't let the title mislead you.This is not Tom Clancey's latest novel about the Red October sinking. It is though just as exciting an adventure as you would hope to read.This extremely well written book corcerning a group of rabbits and thier variety of animal and human friends and enemies is throughly absorbing.It should plant the seed of imagination for both adults and children alike	1996-11-23
US	53080073	R3TWF9H2TIWMTC	0345350499	627223385	The Mists of Avalon	Books	2	18	23	N	N	A contrary opinion	I feel like I'm swimming against the tide writing a  negative review of this book,  but in all honesty I  didn't really enjoy it.  I found the characters to be   very one-dimensional.  All of the Christians were stupid,   dull and brutish.  All of the goddess worshippers were   gentle, wise and interesting (unless they became Christians   in which case they became stupid, dull and brutish).    The idea of writing an Arthurian romance from a women's   perspective was a good one, and some of Ms. Bradley's  twisting of the legend was well done, so I haven't given  it the lowest review.  However, I certainly wouldn't  recommend it to my friends, or be tempted to reread it.   In the future I'll stick with Mallory for King Arthur,   and with Katherine Kurtz for fantasy.	1996-11-25
US	53074314	RV9UUUIPLM6G0	0812550706	401439625	Ender's Game (The Ender Quintet)	Books	5	0	1	N	N	One of the Best Books That I Have ever read!!	Ender's Game is an AWESOME book, and I think that n e 1 who thinks differently had better go get their head checked (no offense, of course).  <br /> 'Nuff Said!	1996-11-25
US	52462925	R355324WNX196Z	0385424736	511419057	The Rainmaker	Books	4	0	0	N	N	Was the best of his Novels so far, until the very end.	Grishams experience of struggling through law school was so accurate that it brought back a flood of my own memories of school.  Willing to take jobs no matter how sleezy they were.  For anyone who has dealt with an Insurance company, this novel brought back very vivid memories of dealing with the slimmest business in the world.  The struggle and conflict of the main character gave you moments of joy, sadness, fear, and anxiety.  John Grisham had is very best novel, in my mind, until he gave up on the novel to meet a deadline.  Meet a Deadline, is the only excuse I can come up with for the lame ending of this novel.  In the ending, the main character, who would be fine role model for any attorney to acheive, kills a man.  Come on Grisham, you are my favorite author, ask for the book back from the publisher so you can rewrite the ending.  Either that, or give back part of the $6 million given for the novel, or better yet send me a check for $25, the cost I paid for the worst ending of any novel you have written	1996-11-27
US	53040956	RUCZH3T6HIWIK	1568495722	635706820	The Prize	Books	5	3	4	N	N	Truly a classic text.  Fascinating and enlightening.	Yergin's grasp of the broad view of the history of oil and its context in world history is amazing.  Scholarly and yet as compelling as the best fiction, this book is a masterful work	1996-11-27
US	53046096	REDUV4DVZDTGY	0793518326	977191911	The Beatles: Complete Scores (Transcribed Score)	Books	5	0	1	N	N	A must-have for any musician who likes the Beatles.	This book is an amazing collection of Beatles Scores.  Every song the Beatles recorded is included here, including the early Rock and Roll covers.  The scores are transcribed exactly as recorded, including Guitar tabulature, altered tunings, piano parts, and string parts.  Occasionally large sections are reduced to a single staff, such as the orchestral part in A Day in the Life.  Each song is prepared by hand yet the look is entirely readable, and beautifully done.    If you are a musician interested in Rock music, this book is a must.  Definitely worth its $60+ pricetag.	1996-11-27
US	53071956	R2RXYB9XWME45T	0553278355	802369838	The Bell Jar	Books	5	0	0	N	N	Stunningly poignant.	I don't often cry because of the power of a book.The Bell Jar, however, is no ordinary book.  From thebeginning, in her Salinger-esque style, Sylvia Plath traces the tortured downward spiral of her own soul, the story made ever-so-much more effective by the heartwrenching true tale of her own suicide. A wonderful book, suitable for the young, the old, and  everywhere in between; NOT, however, for those afraid to reflect on their own depths and faults, and those of society.                                  -Anthony Gabriele	1996-11-29
US	53073834	R6Q4EUCAX390O	0440217563	685230282	Voyager: A Novel (Outlander)	Books	5	3	3	N	N	A wonderful mesh of history and fantasy!	The anticipation for this book had almost crippled me.  When I was finally able to read it, I couldn't put it down.  The immense amount of history that is contained in Diana's books, are absolutely breathtaking.  Her descriptions take me from my home straight to Claire and Jamie.  When reading a historical novel I sometimes skim the paragraphs before the interesting information, but with Diana's books I read every word, every paragraph and digested it as a rare and exotic meal.  From the moment I opened Outlander to the time I closed Voyager, I have lived in another world.  I am sure that my husband was very thankful for the hiatus.  Bravo Diana!  Encore!  Your devoted reader, Nedr	1996-12-01
US	53073281	R7K379QPR6Q1C	0060171936	318377142	Mutant Message Down Under	Books	5	0	3	N	N	This book was very exciting reading with a powerful message.	Ms. Morgan found herself in the Austrailan Outback with a tribe of Aborigines on the adventure of a lifetime.  For 4 months she lived with this particular tribe as they prepared her to receive from them their many secrets.   At the end, she had learned many things about the tribe and herself.  She became more like them and was constantly amazed at the things she was learning.  In the end, she was given many secrets of the tribe, which spoke to many problems in the world and the need for them to be addressed.  They selected this particular author, because of work that she was doing with other Aborigines in Austrailia and they thought that she would be a good person to spread their message.  She learned a lot and I did to just from reading the book.  Enjoy	1996-12-01
US	50943154	R34JAETY6NR7MX	006097625X	706328760	Understanding Comics: The Invisible Art	Books	5	0	0	N	N	It's a must to really understand the language of comic art	The best analysis of the medium. Just that. And that is the reason why I wanted it in Italian too. So I looked for a publisher and now you can find it in Italy. Take a look here [...] to see the Italian edition.	1996-12-01
US	53068393	R2SGFF6B412B6	0399128964	88529599	Dune	Books	5	0	0	N	N	Quite possibly the best book ever written.	Frank Herbert takes you on a voyage of discovery that is unparrelled. His explorations of politics and religion are enlightening. Anyone would thoroughly enjoy this wonderful book	1996-12-03
US	52780570	R2NRK425Q231AW	0385302320	685230282	Voyager (Outlander)	Books	5	0	0	N	N	Another totally mesmerizing novel by Diana Gabaldon	Again the author has not let us down spinning her continuing tale of Claire and Jamie.  This is a book that I could not put down, I had to know what was going to happen to two people I already genuinely cared about.   Not withstanding, the rich historical content of this novel by itself is obviously painstakingly researched and I find my self learning many things about Scottish history.  I am eagerly awaiting the book, Drums of Autumn, due out in January of 1997	1996-12-03
US	53071805	R2XGXVXG2M8XI2	0312853238	401439625	Ender's Game (The Ender Quintet)	Books	5	0	1	N	N	Brilliant!  Card's finest yet.	The intersteller battle domes, the armies of teens and children, and the brilliant aray of technology incorperate together to make one of the best books for adults and  children written this decade.  The story of a boy passing  into manhood is, in my opinion, one of, in not, the best  novels in Sci-Fi.	1996-12-03
US	53026565	R36L01NNBJ0S6G	0316921173	669738240	Infinite Jest: A Novel	Books	5	0	1	N	N	There's hope for GenX!  Literate, funny and hip.	A monumental tome but worth wading through.  The list of characters can get almost baffling at times but David Wallace keeps up a breakneck pace for most of the thousand pages in this monster.  Irreverence, intelligence and wit live on in the younger generation	1996-12-03
US	53077670	R3LUQUTF3HPVI0	006097625X	706328760	Understanding Comics: The Invisible Art	Books	5	0	0	N	N	Unbelievably great!	This is an amazing book and one that is essential to anyone interested in communicating ideas visually.  Would love to hear McCloud's take on the Web	1996-12-03
US	52915612	R282I5F1MT2XIL	0805017305	820817223	Bury My Heart at Wounded Knee: An Indian History of the American West	Books	5	1	3	N	N	Tragic story of the Indians' struggle for their homelands.	The best book written on the Indian wars of the west. One of the few books supporting the Indians cause	1996-12-04
US	53074049	R1HJ2HPL66E3MJ	0684874350	698161422	Angela's Ashes (The Frank McCourt Memoirs)	Books	5	1	1	N	N	Outstanding	Angela's Ashes is a captivating and compelling journey  through an Irish childhood that is both sad and funny;  at times I was not sure if I should laugh or cry.  Frank   McCourt's ability to step back into the shoes of his   childhood is truly remarkable for its clarity of insight,  and I would recommend this book to anyone who has grown   up either Irish or Catholic or both.	1996-12-04
US	52964499	R3T6NEXZW63DW1	0060920432	668386410	Flow: The Psychology of Optimal Experience	Books	5	0	0	N	N	Important physiologic findings.	The author's findings might well be taken into consideration by virtual reality and video game developers, since &quot;flow&quot; is a neurophysiologic event which may be potentiated by external stimuli.  Flow is about being fully engaged - which can result in happiness, but more important, satisfaction, fulfillment, self-realization	1996-12-04
US	52928942	R3HDQCVRRQLZXV	0688002307	340684550	Zen and the Art of Motorcycle Maintenance: An Inquiry into Values	Books	5	1	1	N	N	One of the three books that guide my daily life.	The impact of this book on the reader is incredible. Pirsig is like a weaver who combines philsophy and keen insight into a wonderful tapestry depicting modern American culture and a  new way to go. A must have on any bookshelf.	1996-12-06
US	52855038	R2NO8MN16LNBK8	0060920084	754387444	The Lost Continent: Travels in Small-Town America	Books	5	0	2	N	N	A Book Full Of Cheer!	As an avid &quot;road-tripper&quot; across the United States, I found Bryson'a account to be both accurate and hysterically funny at the same time. My husband and I actually spent several weeks reading chapters aloud to one another each night before going to sleep. I passed the book on to several friends who had not travelled to many of the places Bryson explores, but who came back to me with high praises nevertheless. For anyone who truly appreciates the distinctly different flavors of our nation's cities and regions, this book is a pure treasure. Thanks to Bryson, those of us who have been to Des Moines, Boston, Philadelphia and Los Angeles, can relive many of our own observations at the time. And, for those who haven't been to all these places yet, Bryson seems to give just enough description to make you desire to experience it all first hand. Delightful	1996-12-06
US	53021136	R5KMZ29QY5MB5	0887307876	59233487	The Dilbert Principle: A Cubicle's-Eye View of Bosses, Meetings, Management Fads & Other Workplace Afflictions	Books	5	1	1	N	N	Two thumbs up.	Scott Adams has reviewed the Peter Principle and put it in  context for today's world. What is more he keeps up the  tradition of Northcote Parkinson by teaching us how to   become managers, and keeping it outrageously funny. This is   not a book about becoming an effective manager. It is all   about becoming a successful manager. And it's all about  workplace situations we all know so well.   I first read a few pages of the book at Barnes and Noble  and soon attracted stares from all around when I was  rolling in the aisles, doubled up with laughter.	1996-12-06
US	53071749	R2MBKL7SSVQBY6	0140379851	521556475	Matilda: Tie-In	Books	5	0	0	N	N	WITTINGLY FUNNY;A GREAT BOOK	DAHL IS AT HIS BEST.A CHARMING VIEW ON THE LIFE OF A CHILD	1996-12-08
US	53071791	R2U4CHFKUVEA38	0679745203	152918541	The English Patient	Books	5	0	1	N	N	Deliciously complicated.A superb literary achievement.	Michael Ondaatjee's &quot;The English Patient&quot; is a stunner. This writer is  a master story teller.  Be patient and pay  attention to detail as the carefully woven plot is revealed.  His is a style that is totally authentic, free of artifice  and of any straining for effect.One of the most competent of  contemporary Canadian authors.	1996-12-08
US	52883835	R2KRZMT0HC9I35	0061091669	998895209	Marilyn Monroe: The Biography	Books	5	4	5	N	N	You MUST have this book!!!	Marilyn's fan or not if you like the women or want to know the unsolved mystery about the night of august 4, 1962 you must have that book in your library.  What can I said more about  the Spoto Marilyn...as a Marilyn  fan who have more than 100 books about her this is the   best story of her live that I ever read! Try it, you won't  be dissapoint!  Edith Robitaille, Quebec.	1996-12-09
US	53068969	R3UIB7DM8VZSR8	6301562925	191905241	Halloween 5 [VHS]	Video DVD	3	0	0	N	N	Deals with many new subplots, but lacks &quot;Halloween&quot; feeling.	This one picks up a year later where the last one left off. After a year, young Jamie is living in a clinic, unable to speak, the result of the prior Halloween night. As her step-sister, Rachel, and her friends are murdered, Jamie is forced to take a stand, alongside old friend Dr.Loomis. As the story takes place, a mysterious &quot;Man in Black&quot; appears, showing a dark side to his nature and once again preventing ultimate peace in the tortured town of Haddonfield. END	1996-12-09
US	53071310	R1JPISF17N0HFJ	0380002930	498635851	Watership Down	Books	5	2	2	N	N	It's with tears in my eyes that I write this review.	I first read this book when I was a teen, reread it in my early twentys, again a few years later, and most reciently, at the age of 42.  Each time, a new discovery, and new feeling of triumph.  It has been at the top of that &quot;must read&quot; list that exhists in every avid readers mind, the list that every new aquaintance must listen to at least once.  The list that starts &quot;Oh, if you like to read you MUST read.....&quot;  Always number one on my list since that first accidental discovery (It was a last minute grab in the school library as the bell rang..) Watership Down has given me untold hours of pleasure, both in the reading and rereading, as well as the sharing.  Not a person alive should allow themselves to forgo the pleasure of &quot;Watership Down&quot;	1996-12-10
US	52478020	R3OENVMHDIAP72	0446310786	994527755	To Kill a Mockingbird	Books	5	1	1	N	N	Sensitive, complex, gentle,caring, worthwhile, evolving.....	In the scene where Atticus leaves the courtroom and the child ren are told to rise in their father's honor along with the black people, I tear up everytime.  I find it to be a quiet  memorial to his diligence in the name of justice, truth,   honesty, dignity and the equality of all.  It is a show of re  spect for a man of immense honor and fairness.  It is an act  of quiet desperation in the face of overwhelming injustice,  prejudice, racism and bigotry.  It is all they can give to him  but it speaks volumes.  I share the novel each year with my   10th grade students and each year, they say, &quot;I love this book&quot;.  I am honored to be in the presence of students who perhaps for  the first time in their lives &quot;feel&quot; the injustice and prejudice  that far too many prople have been subjected to for numerous  reasons.  I also love the evolving maturity and love in the  unusual Finch family.  I see the family representing many feel  ings that are unspoken in my students' eyes.  Through the eyes   of Scout and out of the mouth of a babe we see and hear about  our educational and judical system.  We see prejudice, love,  family, neighborhood, life, death, mystery, uniqueness, kind  ness, hatred, ignorance, mistrust.  We feel the depth and  breadth of emotion.  It is a story worth telling, reading, dis  cussing more than once.  When Scout says &quot;Heh, Boo.&quot;  She sees  inside of him.  She sees the inner man and looks beyond the   exterior delivering the message to all of us....&quot;Heh, Boo.&quot;&quot;	1996-12-11
US	53072638	R1FQXO1RR0JPI9	1568490119	885790086	Man's Search for Meaning	Books	5	4	4	N	N	The courage for living.	My therapist lent me this book to read at a time of crisis in which I had no sense of self-worth. I was suicidal. There were many instances descibed in this book where I found similarities in my emotional make-up although my sufferings were no where near that dramatic and &quot;hopeless&quot;.  In the words of Nietzsche : &quot;He who has a WHY to live for can bear any HOW,&quot; I found peace within chaos.  Although I did not understand some of the more difficult arguments, the book set me on the path to find  my own meaning of life and the courage to live. I think that the meaning of life need not be one thing or   action but can be several but I can only think of one thing now. The meaning of my life now is to  touch the people I know or care about in the most tender and deep way I know how. And to see them happy even  for a brief moment by what I do for them is quite enough. And everyday is a new day and there is opportunity  me to do something positive in my own ways.	1996-12-12
US	53075618	RC51G5RLCYZK4	0671876813	65617579	Flag in Exile (Honor Harrington Series, Book 5)	Books	5	0	0	N	Y	My second favorite Honor Harrington book.	Still greiving for Paul, Honor finds a new home on Grayson.  And, once again, Honor takes on all-comers to do the right thing.  Defending her adopted home of Grayson, she and Grayson's small Navy, hold their own against an invasion by the People's Republic.A great read.  Make sure to check out the entire series.  David Weber is a great story teller	1996-12-13
US	53070817	R2Y0ASG9UN4A6U	0393312836	483124263	A Clockwork Orange	Books	5	0	0	N	N	A modern classic about rape, murder, and Beethoven	A dark, disturbing, and fully engrossing novel that is unlike anything ever written. Its colorful use of language, imagery, philosophizing, and gruesome detail is used in liberal doses throughout, and an exceptional and coherent story shines through a complex surface.  I have to say the bottom of the book is engaging, and horrific.  With precision, care, and great imagination, Burgess has created a tale that is dark, grim, yet undeniably brilliant	1996-12-14
US	52086584	R30AW29Q00VZOB	0679416781	152918541	The English Patient	Books	5	0	1	N	N	Poetically written. Stimulates the senses and emotions.	This is the most poetically written book I've read in years. His writing stimulates the imagination and senses, taking you on the journey with him. You can feel the breezes, smell the smoke, taste the blood and tears. Highly stimulating and thought provoking. From the bombed out ruins of Europe  to the tragedy and desperation of the desert, you encounter the emotions of the Englishman's existence. A must read for late nights.	1996-12-14
US	52976377	R1D74VOXK6M2S6	0452270073	779881568	Regeneration	Books	5	4	4	N	N	A powerful WW I novel fought in the minds of the combattants	This first novel of a trilogy of World War I is the most powerful although it was the last one, Ghost Road, which won the prestigious Booker Prize.  The setting is a hospital in England for those recovering from shell shock. The protagonists are a psychiatrist and his patient who is opposed to the endless slaughter of the war. Clearly to &quot;cure&quot; the patient, to find him sane, is to send him to his probable death.    The entire novel takes place within the hospital yet the horror of this  war is omnipresent, the images sharp and overwhelmingly strong and sad. It is an amazing book because of the author's ability to portray the horror of war without being in the battlefield and the permanent scars left on the psyche.    Interestingly this novel has been built on the foundation of meetings between real people. I found this book irresitible and memorable, and immediately read the rest of the trilogy, but it is this one that is haunting.	1996-12-15
US	52440561	R2AD5CFJGQKJQ3	0205191584	241676942	The Elements of Style, Third Edition	Books	5	45	46	N	N	A short book every writer should read once a year.	Many books about writing are huge, but &quot;The Elements<br />of Style,&quot; the best of them, is extremely short: 92 pages,<br />including index. Read them all. Briefly and vigorously,<br /> Strunk and White will tell you, for example, when to use<br /> (and not to use) commas, which words to avoid, how to divide<br /> paragraphs, and generally how to pare your writing down to<br /> essentials. Many professional writers advise reading Strunk<br /> and White cover-to-cover once a year. If you do any regular<br /> writing, of letters or anything else, then follow that<br /> advice.	1996-12-16
US	53048374	R2P7XLGHWGDM4S	0060175184	26202470	The Fourth Estate	Books	5	0	0	N	N	I think I know these people!	This book started out with the end and then explained why, an effective technique that is well used here.  The plot is about 2 media empires and how they were built: by &quot;monsters&quot;, who did anything to get their way.  By portraying the monsters first as boys growing up, we get to see how they changed and became the powerful figures as adults.  Every scene is related to something that happens later, but because the men are immoral, only one side is presented.  We don't get to see any redeeming qualities of the man who is the worse of two evils, and the man who survives is only too glad to gobble up the empire of the one who fails.  That the two lead characters of the book closely parallel the actual lives of media moguls cannot be overlooked.  The problem is discerning what is fact from fiction.  Since the characters are so overwhelmingly immoral, it detracts from the being able to say &quot;so that's how it was.&quot;  I can understand why Robert Maxwell wanted to stop the book, it can't be all there is to know about him, nor about his competitor.  Overall, this is a minor drawback to a well-paced book about the real world and its power brokers	1996-12-16
US	53051790	RXI5DPIRSBKVF	0812550706	401439625	Ender's Game (The Ender Quintet)	Books	5	5	5	N	N	Xenophobic world creates its greatest leader...and victim.	Ender's Game is the first (and best) in a series about Ender, a young boy bred to be a leader in a society where more than two children is illegal. An alien race, insect-like possessing a hive mind (sound familiar? see The Madness Season), has attacked Earth, and we live in fear that they may strike again, even though it was decades ago. Ender, a child of the state, is drafted into this war, and he is forced to survive a bitter and difficult life in military school. His sister and brother (his brother Peter seems to be based on a popular killer, who dissected roadkill in his backyard), take over the Earth while he's away at war - an idea that's doesn't sound so silly when you read how they manipulate the internet society. True genius at work, Ender's greatest triumph and worst tragedy make for a powerful ending. Once you're done reading it, put it down and read something else unrelated - the rest of the series doesn't carry as much of a punch.	1996-12-17
US	52869563	R20TJKWEF6BMAE	0684874350	698161422	Angela's Ashes (The Frank McCourt Memoirs)	Books	5	0	0	N	N	A gripping memior of a miserable Irish Catholic childhood.	Having spent a year's worth of High School English with Mr.<br />McCourt, I thought there would be very little that I hadn't<br />heard.  I was wrong.  Mr. McCourt has written a wonderful<br /> tale about growing up poor in the USA and Ireland (in that<br /> order)  With all the bad that happens, Mr. McCourt keeps<br /> tone with an almost youthful innocence.  I cried at the same<br /> time that I was laughing.<br /><br /> For a first book (at the age of 66), it is very impressive.<br /><br /> You'll enjoy it.	1996-12-17
US	53070592	R6DDQTLV8ZLBA	0140067477	446789245	The Tao of Pooh	Books	5	2	5	N	N	Taoism presented in conventional terms by our friend Pooh.	If you're like me, you've never really understood the mystical and murky meanings of Eastern philosophies. I had that humanities class and all, but it never really sunk in while I was sitting in the lecture hall behind some giggling freshman. These amazingly simple  books have taught me the secrets of life and happiness. Well, not really, but they do  teach you the way to get through life without life getting to you. Better than the Stress  Ball and less expensive than a trip to a swanky health spa, it has been helpful to me. Hoff  explains Taoism through beloved characters from the Winnie-the-Pooh stories by A.A.  Milne. Yes, that's right, Pooh. I know it sounds weird, but it really works. These books  are very charming, funny, and witty. I now understand Taoist philosophy (I think), Pooh,  and Piglet better. I'm sure some Eastern philosophers are annoyed (or rolling over in their  graves) at these books, but, hey, it's the only way Americans are every gonna understand  it at all!  [...]	1996-12-17
US	53069352	R22Z16FP76TVXZ	0812550706	401439625	Ender's Game (The Ender Quintet)	Books	5	0	0	N	N	An ultimate &quot;Game Player's&quot; book	I read this book before the explosion of electronic games, and although I am not a Game Player, it offers anyone who is into games a kind of &quot;Gee, what if I could do this with   my games&quot; scenario.    For everyone else, a fun, fast read.  Once I got into it   I went through it in one night and then spent several weeks   reading every Orson Scott Card I could get.	1996-12-18
US	52805631	R2R9M3LQ7IBTI8	1559948671	502570587	We Were Soldiers Once...and Young	Books	5	2	2	N	N	Close as I've come to being there from here.	Chilling, real, life and a story that should be heard by all. From one young man who died on the line, &quot;Just don't forget us.&quot; Thank you for the interest, they now live through you	1996-12-18
US	51939940	RNTEG9YB5YIL3	0679745203	152918541	The English Patient	Books	4	0	1	N	N	Moving Novel that is Beautifully Written	The English Patient is a complex novel that interweaves four characters and their separate stories in a plot centered around WWII.  While the movie focuses on just one story attached to the present narrative, the book is much richer, fully developing all of the characters.  The main narrative creates a moving world of its own, as the characters find a safe haven from the war and their personal tragedies.  The novel can be difficult to follow, as the flashbacks to the characters' prior stories are not linear.  However, the difficulties are well worth the effort.  The English Patient is a book that will endure and inform	1996-12-22
US	52164542	R3W124L3X8AH2L	0679441018	983362906	Memnoch the Devil (Vampire Chronicles, Book 5)	Books	5	0	0	N	N	Great book for lovers of Anne Rice!	For all of those who love Anne Rice's books, this is Rice at her best.  Fast paced and difficult to put down, you hope that by the time you finish, Rice will have the sequel ready  to go.    A must read!	1996-12-22
US	52114938	R36ALJRU0ZIUIQ	0553375636	675959125	Royal Assassin (The Farseer Trilogy, Book 2)	Books	5	0	0	N	N	Excellant sequel that is vastly superior to the first novel	Definitely one of the most original series currently on the bookshelves, Royal Assassin is one of the few fantasy novels that provides surprises...as well as making you actually fear for the safety of the characters	1996-12-22
US	53043145	R22A68L9ABL4KJ	006091307X	183823737	The Crying of Lot 49 (Perennial Fiction Library)	Books	5	0	2	N	N	One of the few perfect writings I have ever read.	Each word, each sentence, each image was chosen for a reason.  There is no sentence that isn't absolutely essential to the story in all of the Crying of Lot 49.  Most books are stories; here, Pynchon has transcended the written word to create a piece of art.  Read it and you will understand what I mean	1996-12-22
US	53081439	R182SIHF5UG07H	0812550706	401439625	Ender's Game (The Ender Quintet)	Books	1	17	40	N	N	This book manipulates and dehumanizes; it is an empty book.	Before considering reading this, I think that one should look to Norman Spinrad's review of it as it appeared in Issac Asimov's Science Fiction Magazine. Failing that,  at least realize that the entire book is a deliberate   button-pushing saga, following the patterns of human  mythology that are older then history, in a completely  manipulative way. Read Frank Herbert and you'll see that he  wants to show the emptiness of the Messiah complex; Card  celebrates it. Herbert wants to explore what humanity is  about; Card wants to explore how much money it has.	1996-12-22
US	53059385	R2O1UWKZD04JYA	0312853254	241285325	Speaker for the Dead (The Ender Quintet)	Books	5	0	0	N	N	couldn't put it down...	this book is an example of card's wonderful ability<br /> to use science fiction as a medium for exploring the human<br />'condition'. the characters are wonderful and the plot moves<br /> along swiftly... even if you aren't a fan of ender's game (which<br /> i most certainly am) you will find something to enjoy in this<br /> book.	1996-12-23
US	53067991	R33G2BEQRHQFC4	0679441018	983362906	Memnoch the Devil (Vampire Chronicles, Book 5)	Books	4	0	0	N	N	Different but good	I thought that the style of writing for this book shows a greater maturity and it clearly shows that much more thought was given behind the philosophy behind good and evil and how things may not be so black and white.  While it was not as action packed or mythical as the rest of the vampire books, I enjoyed this one all the same	1996-12-26
US	52533891	R1BZROBNSG7MZ0	0393316041	33679552	Surely You're Joking, Mr. Feynman! (Adventures of a Curious Character)	Books	5	0	0	N	N	Hilarious	Just a quickie: I just picked up this book for the second time.  It's one of the funniest books I've ever read.  Feynman was a wonderful eccentric.	1996-12-26
US	53067331	R1LB3V1BY979MW	0385043805	39495389	Rebecca	Books	5	0	0	N	N	A wonderful story - suspenseful to the very end	Daphne Du Maurier has done a wonderful job in her story.  Rebecca is one of her finest works.  The characters are so real and the story is very intense and addicting.  You never really know the outcome until the last words.  A must read for all	1996-12-28
